#query	seed_ortholog	evalue	score	eggNOG_OGs	max_annot_lvl	COG_category	Description	Preferred_name	GOs	EC	KEGG_ko	KEGG_Pathway	KEGG_Module	KEGG_Reaction	KEGG_rclass	BRITE	KEGG_TC	CAZy	BiGG_Reaction	PFAMs
Human_swiss_sp|P09228|CYTT_HUMAN	9606.ENSP00000307540	1.56e-98	286.0		33208|Metazoa	O	Belongs to the cystatin family	CST3	GO:0000003,GO:0000302,GO:0000323,GO:0001501,GO:0001540,GO:0001580,GO:0001654,GO:0001666,GO:0001775,GO:0002020,GO:0002062,GO:0002064,GO:0002252,GO:0002263,GO:0002274,GO:0002275,GO:0002283,GO:0002366,GO:0002376,GO:0002443,GO:0002444,GO:0002446,GO:0003006,GO:0003008,GO:0003674,GO:0004857,GO:0004866,GO:0004869,GO:0005488,GO:0005515,GO:0005575,GO:0005576,GO:0005604,GO:0005615,GO:0005622,GO:0005623,GO:0005634,GO:0005635,GO:0005737,GO:0005764,GO:0005768,GO:0005770,GO:0005771,GO:0005773,GO:0005783,GO:0005788,GO:0005829,GO:0006275,GO:0006464,GO:0006807,GO:0006810,GO:0006887,GO:0006915,GO:0006950,GO:0006952,GO:0006955,GO:0006979,GO:0007275,GO:0007399,GO:0007417,GO:0007420,GO:0007423,GO:0007431,GO:0007548,GO:0007565,GO:0007566,GO:0007600,GO:0007606,GO:0007610,GO:0007622,GO:0007623,GO:0008150,GO:0008152,GO:0008219,GO:0008284,GO:0008406,GO:0008584,GO:0009593,GO:0009605,GO:0009611,GO:0009628,GO:0009636,GO:0009653,GO:0009719,GO:0009725,GO:0009743,GO:0009888,GO:0009889,GO:0009891,GO:0009892,GO:0009893,GO:0009894,GO:0009895,GO:0009987,GO:0009991,GO:0010033,GO:0010035,GO:0010466,GO:0010556,GO:0010557,GO:0010604,GO:0010605,GO:0010710,GO:0010711,GO:0010712,GO:0010713,GO:0010715,GO:0010716,GO:0010941,GO:0010951,GO:0012501,GO:0012505,GO:0014070,GO:0016020,GO:0016043,GO:0016192,GO:0019219,GO:0019222,GO:0019538,GO:0019899,GO:0021700,GO:0022410,GO:0022414,GO:0022603,GO:0030141,GO:0030154,GO:0030162,GO:0030234,GO:0030414,GO:0030424,GO:0030431,GO:0030855,GO:0031012,GO:0031090,GO:0031323,GO:0031324,GO:0031325,GO:0031326,GO:0031328,GO:0031329,GO:0031330,GO:0031410,GO:0031667,GO:0031965,GO:0031967,GO:0031974,GO:0031975,GO:0031982,GO:0032268,GO:0032269,GO:0032355,GO:0032501,GO:0032502,GO:0032940,GO:0033218,GO:0033554,GO:0033993,GO:0034103,GO:0034104,GO:0034599,GO:0034614,GO:0035272,GO:0035690,GO:0036211,GO:0036230,GO:0036293,GO:0036477,GO:0042119,GO:0042127,GO:0042176,GO:0042177,GO:0042221,GO:0042277,GO:0042493,GO:0042542,GO:0042745,GO:0042747,GO:0042802,GO:0042995,GO:0043005,GO:0043025,GO:0043067,GO:0043086,GO:0043170,GO:0043226,GO:0043227,GO:0043228,GO:0043229,GO:0043231,GO:0043232,GO:0043233,GO:0043292,GO:0043299,GO:0043312,GO:0043412,GO:0043687,GO:0044092,GO:0044237,GO:0044238,GO:0044260,GO:0044267,GO:0044297,GO:0044421,GO:0044422,GO:0044424,GO:0044428,GO:0044432,GO:0044433,GO:0044444,GO:0044446,GO:0044464,GO:0044703,GO:0044706,GO:0045055,GO:0045137,GO:0045321,GO:0045740,GO:0045861,GO:0045935,GO:0046546,GO:0046661,GO:0046677,GO:0046903,GO:0048468,GO:0048469,GO:0048471,GO:0048511,GO:0048512,GO:0048513,GO:0048518,GO:0048519,GO:0048522,GO:0048523,GO:0048608,GO:0048678,GO:0048731,GO:0048732,GO:0048856,GO:0048869,GO:0050789,GO:0050790,GO:0050793,GO:0050794,GO:0050802,GO:0050877,GO:0050896,GO:0050906,GO:0050907,GO:0050909,GO:0050912,GO:0050913,GO:0051052,GO:0051054,GO:0051093,GO:0051128,GO:0051129,GO:0051171,GO:0051172,GO:0051173,GO:0051179,GO:0051216,GO:0051234,GO:0051239,GO:0051241,GO:0051246,GO:0051248,GO:0051336,GO:0051346,GO:0051606,GO:0051704,GO:0051716,GO:0052547,GO:0052548,GO:0060008,GO:0060009,GO:0060255,GO:0060310,GO:0060311,GO:0060312,GO:0060313,GO:0060322,GO:0060429,GO:0060548,GO:0061134,GO:0061135,GO:0061448,GO:0061458,GO:0062023,GO:0065007,GO:0065009,GO:0070013,GO:0070301,GO:0070482,GO:0070820,GO:0070887,GO:0071236,GO:0071704,GO:0071840,GO:0080090,GO:0097237,GO:0097435,GO:0097458,GO:0097708,GO:0098772,GO:0099080,GO:0099081,GO:0099503,GO:0099512,GO:0101002,GO:0120025,GO:1901564,GO:1901700,GO:1901701,GO:1903018,GO:1903019,GO:1903053,GO:1903054,GO:1904724,GO:1904813,GO:2000112,GO:2000116,GO:2000117	-	ko:K13897,ko:K13898,ko:K13899,ko:K13900,ko:K13901,ko:K13902	ko04970,map04970	-	-	-	ko00000,ko00001,ko04147	-	-	-	Cystatin
Human_swiss_sp|P19237|TNNI1_HUMAN	27679.XP_003938318.1	4.06e-121	347.0	KOG3977	33208|Metazoa	Z	Troponin I type 1 (Skeletal, slow)	TNNI1	GO:0000003,GO:0000280,GO:0003007,GO:0003008,GO:0003009,GO:0003012,GO:0003013,GO:0003015,GO:0003205,GO:0003206,GO:0003208,GO:0003229,GO:0003231,GO:0003674,GO:0003779,GO:0005488,GO:0005515,GO:0005575,GO:0005622,GO:0005623,GO:0005737,GO:0005829,GO:0005856,GO:0005861,GO:0005862,GO:0005865,GO:0006928,GO:0006936,GO:0006937,GO:0006941,GO:0006942,GO:0006996,GO:0007010,GO:0007275,GO:0007399,GO:0007507,GO:0007517,GO:0007519,GO:0007610,GO:0007631,GO:0008015,GO:0008092,GO:0008150,GO:0009653,GO:0009790,GO:0009791,GO:0009792,GO:0009886,GO:0009887,GO:0009888,GO:0009987,GO:0010171,GO:0010927,GO:0014706,GO:0014733,GO:0014883,GO:0015629,GO:0016043,GO:0018991,GO:0019098,GO:0019725,GO:0022414,GO:0022607,GO:0030016,GO:0030017,GO:0030029,GO:0030036,GO:0030048,GO:0030049,GO:0030154,GO:0030172,GO:0030239,GO:0031032,GO:0032501,GO:0032502,GO:0032504,GO:0032989,GO:0032991,GO:0033058,GO:0033275,GO:0036379,GO:0040011,GO:0040032,GO:0042592,GO:0042692,GO:0042755,GO:0043050,GO:0043057,GO:0043226,GO:0043228,GO:0043229,GO:0043232,GO:0043292,GO:0043502,GO:0044057,GO:0044085,GO:0044422,GO:0044424,GO:0044430,GO:0044444,GO:0044446,GO:0044449,GO:0044464,GO:0045214,GO:0046716,GO:0048285,GO:0048468,GO:0048513,GO:0048583,GO:0048609,GO:0048644,GO:0048646,GO:0048729,GO:0048731,GO:0048738,GO:0048856,GO:0048869,GO:0050789,GO:0050879,GO:0050881,GO:0051146,GO:0051239,GO:0055001,GO:0055002,GO:0055008,GO:0055010,GO:0060047,GO:0060048,GO:0060249,GO:0060415,GO:0060537,GO:0060538,GO:0061061,GO:0065007,GO:0065008,GO:0070252,GO:0070925,GO:0071840,GO:0072359,GO:0090257,GO:0097435,GO:0099080,GO:0099081,GO:0099512	-	ko:K10371,ko:K12044	ko04024,ko04260,ko04261,ko05410,ko05414,map04024,map04260,map04261,map05410,map05414	-	-	-	ko00000,ko00001,ko04812	-	-	-	Troponin
Human_swiss_sp|P29972|AQP1_HUMAN	27679.XP_010344022.1	8.63e-184	512.0	KOG0223	33208|Metazoa	P	nitric oxide transmembrane transporter activity	AQP1	GO:0000302,GO:0001101,GO:0001568,GO:0001654,GO:0001655,GO:0001656,GO:0001666,GO:0001822,GO:0001944,GO:0002790,GO:0003008,GO:0003014,GO:0003091,GO:0003094,GO:0003097,GO:0003674,GO:0005102,GO:0005215,GO:0005216,GO:0005217,GO:0005221,GO:0005223,GO:0005261,GO:0005267,GO:0005326,GO:0005372,GO:0005488,GO:0005515,GO:0005575,GO:0005576,GO:0005615,GO:0005622,GO:0005623,GO:0005634,GO:0005635,GO:0005737,GO:0005886,GO:0005887,GO:0005901,GO:0005903,GO:0006139,GO:0006163,GO:0006164,GO:0006182,GO:0006725,GO:0006753,GO:0006793,GO:0006796,GO:0006807,GO:0006810,GO:0006811,GO:0006812,GO:0006813,GO:0006820,GO:0006833,GO:0006836,GO:0006855,GO:0006884,GO:0006950,GO:0006970,GO:0006972,GO:0006979,GO:0006996,GO:0007010,GO:0007154,GO:0007163,GO:0007267,GO:0007275,GO:0007399,GO:0007417,GO:0007420,GO:0007423,GO:0007586,GO:0007589,GO:0007600,GO:0008150,GO:0008152,GO:0008284,GO:0008324,GO:0008361,GO:0008519,GO:0008643,GO:0009058,GO:0009117,GO:0009150,GO:0009152,GO:0009165,GO:0009187,GO:0009190,GO:0009259,GO:0009260,GO:0009314,GO:0009410,GO:0009411,GO:0009416,GO:0009605,GO:0009611,GO:0009612,GO:0009628,GO:0009636,GO:0009651,GO:0009653,GO:0009719,GO:0009725,GO:0009887,GO:0009888,GO:0009892,GO:0009914,GO:0009925,GO:0009987,GO:0010033,GO:0010035,GO:0010038,GO:0010243,GO:0010256,GO:0010466,GO:0010591,GO:0010592,GO:0010605,GO:0010632,GO:0010634,GO:0010817,GO:0010941,GO:0010951,GO:0012505,GO:0012506,GO:0014070,GO:0014074,GO:0015075,GO:0015077,GO:0015079,GO:0015144,GO:0015166,GO:0015168,GO:0015238,GO:0015250,GO:0015267,GO:0015276,GO:0015318,GO:0015669,GO:0015670,GO:0015672,GO:0015696,GO:0015701,GO:0015711,GO:0015791,GO:0015793,GO:0015833,GO:0015850,GO:0015893,GO:0016020,GO:0016021,GO:0016043,GO:0016050,GO:0016323,GO:0016324,GO:0018130,GO:0018995,GO:0019222,GO:0019233,GO:0019438,GO:0019637,GO:0019693,GO:0019725,GO:0019755,GO:0020003,GO:0021537,GO:0021591,GO:0021670,GO:0022600,GO:0022603,GO:0022803,GO:0022834,GO:0022836,GO:0022838,GO:0022839,GO:0022857,GO:0022890,GO:0023052,GO:0023061,GO:0030001,GO:0030029,GO:0030036,GO:0030072,GO:0030104,GO:0030141,GO:0030157,GO:0030162,GO:0030184,GO:0030185,GO:0030334,GO:0030335,GO:0030424,GO:0030430,GO:0030659,GO:0030667,GO:0030900,GO:0030950,GO:0030952,GO:0031045,GO:0031090,GO:0031224,GO:0031226,GO:0031253,GO:0031323,GO:0031324,GO:0031344,GO:0031346,GO:0031410,GO:0031526,GO:0031960,GO:0031965,GO:0031967,GO:0031975,GO:0031982,GO:0032127,GO:0032268,GO:0032269,GO:0032501,GO:0032502,GO:0032526,GO:0032535,GO:0032809,GO:0032835,GO:0032870,GO:0032879,GO:0032940,GO:0032941,GO:0033267,GO:0033326,GO:0033363,GO:0033554,GO:0033643,GO:0033646,GO:0033655,GO:0033993,GO:0034219,GO:0034220,GO:0034599,GO:0034614,GO:0034641,GO:0034644,GO:0034654,GO:0035295,GO:0035377,GO:0035378,GO:0035379,GO:0035690,GO:0035821,GO:0036293,GO:0036294,GO:0036477,GO:0040012,GO:0040017,GO:0042044,GO:0042045,GO:0042060,GO:0042127,GO:0042221,GO:0042383,GO:0042476,GO:0042493,GO:0042538,GO:0042542,GO:0042592,GO:0042802,GO:0042886,GO:0042981,GO:0042995,GO:0043005,GO:0043010,GO:0043025,GO:0043066,GO:0043067,GO:0043069,GO:0043086,GO:0043154,GO:0043226,GO:0043227,GO:0043229,GO:0043230,GO:0043231,GO:0043281,GO:0043627,GO:0043656,GO:0043657,GO:0043679,GO:0043855,GO:0044057,GO:0044058,GO:0044087,GO:0044089,GO:0044092,GO:0044215,GO:0044216,GO:0044217,GO:0044237,GO:0044238,GO:0044241,GO:0044249,GO:0044271,GO:0044281,GO:0044297,GO:0044298,GO:0044306,GO:0044403,GO:0044419,GO:0044421,GO:0044422,GO:0044424,GO:0044425,GO:0044428,GO:0044433,GO:0044444,GO:0044446,GO:0044456,GO:0044459,GO:0044463,GO:0044464,GO:0044853,GO:0045121,GO:0045177,GO:0045178,GO:0045202,GO:0045765,GO:0045766,GO:0045861,GO:0046068,GO:0046390,GO:0046483,GO:0046677,GO:0046683,GO:0046688,GO:0046689,GO:0046873,GO:0046875,GO:0046877,GO:0046878,GO:0046879,GO:0046903,GO:0048145,GO:0048146,GO:0048513,GO:0048518,GO:0048519,GO:0048522,GO:0048523,GO:0048545,GO:0048592,GO:0048593,GO:0048731,GO:0048856,GO:0048871,GO:0048878,GO:0050789,GO:0050790,GO:0050793,GO:0050794,GO:0050877,GO:0050878,GO:0050886,GO:0050891,GO:0050896,GO:0051046,GO:0051047,GO:0051049,GO:0051050,GO:0051094,GO:0051128,GO:0051130,GO:0051171,GO:0051172,GO:0051179,GO:0051234,GO:0051239,GO:0051240,GO:0051246,GO:0051248,GO:0051270,GO:0051272,GO:0051336,GO:0051346,GO:0051384,GO:0051458,GO:0051591,GO:0051702,GO:0051704,GO:0051716,GO:0051817,GO:0051851,GO:0052547,GO:0052548,GO:0052652,GO:0055085,GO:0055086,GO:0060255,GO:0060322,GO:0060429,GO:0060456,GO:0060491,GO:0060548,GO:0060986,GO:0061326,GO:0061437,GO:0061440,GO:0065007,GO:0065008,GO:0065009,GO:0065010,GO:0070062,GO:0070293,GO:0070295,GO:0070301,GO:0070482,GO:0070633,GO:0070887,GO:0071214,GO:0071229,GO:0071236,GO:0071241,GO:0071248,GO:0071260,GO:0071280,GO:0071288,GO:0071300,GO:0071310,GO:0071320,GO:0071383,GO:0071384,GO:0071385,GO:0071396,GO:0071407,GO:0071417,GO:0071453,GO:0071456,GO:0071466,GO:0071470,GO:0071472,GO:0071474,GO:0071478,GO:0071482,GO:0071495,GO:0071496,GO:0071548,GO:0071549,GO:0071702,GO:0071704,GO:0071705,GO:0071731,GO:0071732,GO:0071804,GO:0071805,GO:0071840,GO:0071944,GO:0072001,GO:0072006,GO:0072009,GO:0072012,GO:0072014,GO:0072019,GO:0072020,GO:0072022,GO:0072032,GO:0072070,GO:0072073,GO:0072080,GO:0072170,GO:0072207,GO:0072210,GO:0072220,GO:0072224,GO:0072229,GO:0072230,GO:0072232,GO:0072234,GO:0072236,GO:0072237,GO:0072239,GO:0072243,GO:0072358,GO:0072359,GO:0072488,GO:0072521,GO:0072522,GO:0080090,GO:0085018,GO:0090066,GO:0090407,GO:0090596,GO:0097205,GO:0097237,GO:0097327,GO:0097366,GO:0097458,GO:0097708,GO:0098588,GO:0098589,GO:0098590,GO:0098655,GO:0098660,GO:0098662,GO:0098793,GO:0098805,GO:0098857,GO:0098862,GO:0099094,GO:0099503,GO:0104004,GO:0120025,GO:0120032,GO:0120034,GO:0120035,GO:0120038,GO:0150034,GO:1901135,GO:1901137,GO:1901293,GO:1901342,GO:1901360,GO:1901362,GO:1901564,GO:1901566,GO:1901576,GO:1901618,GO:1901654,GO:1901655,GO:1901698,GO:1901699,GO:1901700,GO:1901701,GO:1902170,GO:1902743,GO:1902745,GO:1903561,GO:1904018,GO:2000026,GO:2000116,GO:2000117,GO:2000145,GO:2000147	-	ko:K09864,ko:K09866	ko04924,ko04962,ko04964,ko04976,map04924,map04962,map04964,map04976	-	-	-	ko00000,ko00001,ko02000,ko04147	1.A.8,1.A.8.8	-	-	MIP
Human_swiss_sp|Q96IU4|ABHEB_HUMAN	9606.ENSP00000420065	6.18e-150	421.0	COG0596	33208|Metazoa	K	hydrolase activity	ABHD14B	GO:0003674,GO:0003824,GO:0005575,GO:0005622,GO:0005623,GO:0005634,GO:0005730,GO:0005737,GO:0005829,GO:0006082,GO:0006139,GO:0006163,GO:0006355,GO:0006357,GO:0006725,GO:0006753,GO:0006790,GO:0006793,GO:0006796,GO:0006807,GO:0008150,GO:0008152,GO:0009117,GO:0009150,GO:0009259,GO:0009889,GO:0009891,GO:0009893,GO:0009987,GO:0010468,GO:0010556,GO:0010557,GO:0010604,GO:0010628,GO:0016787,GO:0019219,GO:0019222,GO:0019637,GO:0019693,GO:0031323,GO:0031325,GO:0031326,GO:0031328,GO:0031974,GO:0031981,GO:0033865,GO:0033875,GO:0034032,GO:0034035,GO:0034641,GO:0043226,GO:0043227,GO:0043228,GO:0043229,GO:0043231,GO:0043232,GO:0043233,GO:0043436,GO:0044237,GO:0044238,GO:0044281,GO:0044422,GO:0044424,GO:0044428,GO:0044444,GO:0044446,GO:0044464,GO:0045893,GO:0045935,GO:0045944,GO:0046483,GO:0048518,GO:0048522,GO:0050427,GO:0050789,GO:0050794,GO:0051171,GO:0051173,GO:0051252,GO:0051254,GO:0055086,GO:0060255,GO:0065007,GO:0070013,GO:0071704,GO:0072521,GO:0080090,GO:1901135,GO:1901360,GO:1901564,GO:1902680,GO:1903506,GO:1903508,GO:2000112,GO:2001141	-	ko:K13706	-	-	-	-	ko00000,ko01002	-	-	-	Abhydrolase_1,Abhydrolase_6
MH0003_GL0006443	657322.FPR_30530	9.21e-81	244.0	COG0289	186801|Clostridia	E	Catalyzes the conversion of 4-hydroxy- tetrahydrodipicolinate (HTPA) to tetrahydrodipicolinate	dapB	-	1.17.1.8	ko:K00215	ko00261,ko00300,ko01100,ko01110,ko01120,ko01130,ko01230,map00261,map00300,map01100,map01110,map01120,map01130,map01230	M00016,M00525,M00526,M00527	R04198,R04199	RC00478	ko00000,ko00001,ko00002,ko01000	-	-	iHN637.CLJU_RS17035	DapB_C,DapB_N
MH0065_GL0033031	411489.CLOL250_00335	0.0	946.0	COG0326	186801|Clostridia	O	Molecular chaperone. Has ATPase activity	htpG	-	-	ko:K04079	ko04141,ko04151,ko04217,ko04612,ko04621,ko04626,ko04657,ko04659,ko04914,ko04915,ko05200,ko05215,ko05418,map04141,map04151,map04217,map04612,map04621,map04626,map04657,map04659,map04914,map04915,map05200,map05215,map05418	-	-	-	ko00000,ko00001,ko01009,ko03029,ko03051,ko03110,ko04131,ko04147	-	-	-	HATPase_c,HATPase_c_3,HSP90
MH0070_GL0000448	484018.BACPLE_02930	1.25e-205	569.0	COG0331	976|Bacteroidetes	I	malonyl CoA-acyl carrier protein transacylase	fabD	-	2.3.1.39	ko:K00645	ko00061,ko00333,ko01100,ko01130,ko01212,map00061,map00333,map01100,map01130,map01212	M00082	R01626,R11671	RC00004,RC00039,RC02727	ko00000,ko00001,ko00002,ko01000,ko01004	-	-	-	Acyl_transf_1
MH0157_GL0038338	762982.HMPREF9442_03077	3.29e-110	320.0	COG0138	976|Bacteroidetes	F	bifunctional purine biosynthesis protein PurH	purH	-	2.1.2.3,3.5.4.10	ko:K00602	ko00230,ko00670,ko01100,ko01110,ko01130,ko01523,map00230,map00670,map01100,map01110,map01130,map01523	M00048	R01127,R04560	RC00026,RC00263,RC00456	ko00000,ko00001,ko00002,ko01000,ko04147	-	-	-	AICARFT_IMPCHas,MGS
MH0407_GL0151457	667015.Bacsa_3047	1.3e-143	405.0		976|Bacteroidetes	S	COG NOG25304 non supervised orthologous group	-	-	-	-	-	-	-	-	-	-	-	-	-
NOF013_GL0079114	1235788.C802_02468	0.0	1063.0	COG4146	976|Bacteroidetes	S	Belongs to the sodium solute symporter (SSF) (TC 2.A.21) family	-	-	-	ko:K03307	-	-	-	-	ko00000	2.A.21	-	-	SSF
T2D-112A_GL0028383	622312.ROSEINA2194_00851	1.15e-129	397.0	COG1472	186801|Clostridia	G	Glycosyl hydrolase family 3 N-terminal domain protein	-	-	3.2.1.21	ko:K05349	ko00460,ko00500,ko00940,ko01100,ko01110,map00460,map00500,map00940,map01100,map01110	-	R00026,R02558,R02887,R02985,R03527,R04949,R04998,R10035,R10039,R10040	RC00049,RC00059,RC00171,RC00262,RC00397,RC00451,RC00714,RC00746,RC01248	ko00000,ko00001,ko01000	-	GH3	-	Fn3-like,Glyco_hydro_3,Glyco_hydro_3_C
V1.CD3-0-PT_GL0084305	1286170.RORB6_20715	1.37e-65	203.0	COG0664	1236|Gammaproteobacteria	K	COG0664 cAMP-binding proteins - catabolite gene activator and regulatory subunit of cAMP-dependent protein kinases	crp	GO:0000166,GO:0003674,GO:0003676,GO:0003677,GO:0003700,GO:0005488,GO:0005515,GO:0005575,GO:0005622,GO:0005623,GO:0005737,GO:0005829,GO:0006139,GO:0006351,GO:0006355,GO:0006725,GO:0006807,GO:0007154,GO:0007584,GO:0008144,GO:0008150,GO:0008152,GO:0009058,GO:0009059,GO:0009605,GO:0009889,GO:0009890,GO:0009891,GO:0009892,GO:0009893,GO:0009987,GO:0009991,GO:0010467,GO:0010468,GO:0010556,GO:0010557,GO:0010558,GO:0010604,GO:0010605,GO:0010628,GO:0010629,GO:0016070,GO:0017076,GO:0018130,GO:0019001,GO:0019219,GO:0019222,GO:0019438,GO:0030551,GO:0031323,GO:0031324,GO:0031325,GO:0031326,GO:0031327,GO:0031328,GO:0031667,GO:0031668,GO:0031669,GO:0031670,GO:0032553,GO:0032555,GO:0032561,GO:0032774,GO:0032991,GO:0032993,GO:0034641,GO:0034645,GO:0034654,GO:0035438,GO:0036094,GO:0042221,GO:0042802,GO:0043167,GO:0043168,GO:0043170,GO:0043565,GO:0044237,GO:0044238,GO:0044249,GO:0044260,GO:0044271,GO:0044424,GO:0044444,GO:0044464,GO:0045013,GO:0045892,GO:0045893,GO:0045934,GO:0045935,GO:0045990,GO:0046483,GO:0046983,GO:0048518,GO:0048519,GO:0048522,GO:0048523,GO:0050789,GO:0050794,GO:0050896,GO:0051171,GO:0051172,GO:0051173,GO:0051252,GO:0051253,GO:0051254,GO:0051716,GO:0060255,GO:0061984,GO:0061985,GO:0065007,GO:0070887,GO:0071496,GO:0071704,GO:0080090,GO:0090304,GO:0097159,GO:0097367,GO:0097659,GO:0140110,GO:1901265,GO:1901360,GO:1901362,GO:1901363,GO:1901576,GO:1902679,GO:1902680,GO:1903506,GO:1903507,GO:1903508,GO:2000112,GO:2000113,GO:2001141	-	ko:K10914	ko02020,ko02024,ko02025,ko02026,ko05111,map02020,map02024,map02025,map02026,map05111	-	-	-	ko00000,ko00001,ko03000	-	-	-	Crp,cNMP_binding
V1.CD46-0_GL0114986	742723.HMPREF9477_01143	1.51e-135	385.0	COG0088	186801|Clostridia	J	Forms part of the polypeptide exit tunnel	rplD	-	-	ko:K02926	ko03010,map03010	M00178	-	-	br01610,ko00000,ko00001,ko00002,ko03011	-	-	-	Ribosomal_L4
Human_swiss_sp|P01859|IGHG2_HUMAN	9601.ENSPPYP00000007070	1.54e-215	601.0		33208|Metazoa	T	Immunoglobulin C-Type	-	GO:0002250,GO:0002252,GO:0002253,GO:0002376,GO:0002429,GO:0002443,GO:0002449,GO:0002455,GO:0002460,GO:0002682,GO:0002684,GO:0002694,GO:0002696,GO:0002757,GO:0002764,GO:0002768,GO:0003674,GO:0003823,GO:0005102,GO:0005488,GO:0005515,GO:0005575,GO:0005576,GO:0005615,GO:0005623,GO:0005886,GO:0006807,GO:0006810,GO:0006897,GO:0006909,GO:0006910,GO:0006911,GO:0006950,GO:0006952,GO:0006955,GO:0006956,GO:0006958,GO:0006959,GO:0007154,GO:0007165,GO:0007166,GO:0008037,GO:0008150,GO:0008152,GO:0009605,GO:0009607,GO:0009617,GO:0009897,GO:0009986,GO:0009987,GO:0010324,GO:0016020,GO:0016043,GO:0016064,GO:0016192,GO:0019538,GO:0019724,GO:0019814,GO:0023052,GO:0032991,GO:0034987,GO:0042571,GO:0042742,GO:0043170,GO:0043207,GO:0044238,GO:0044421,GO:0044425,GO:0044459,GO:0044464,GO:0045087,GO:0048518,GO:0048522,GO:0048583,GO:0048584,GO:0050776,GO:0050778,GO:0050789,GO:0050794,GO:0050851,GO:0050853,GO:0050864,GO:0050865,GO:0050867,GO:0050871,GO:0050896,GO:0051179,GO:0051234,GO:0051249,GO:0051251,GO:0051704,GO:0051707,GO:0051716,GO:0061024,GO:0065007,GO:0071704,GO:0071840,GO:0071944,GO:0072376,GO:0072562,GO:0098542,GO:0098552,GO:0098657,GO:0099024,GO:1901564	-	-	-	-	-	-	-	-	-	-	C1-set,V-set
MH0409_GL0082970	1410612.JNKO01000011_gene385	1.69e-130	408.0	COG0046,COG0047	186801|Clostridia	F	CobB/CobQ-like glutamine amidotransferase domain	purL	-	6.3.5.3	ko:K01952	ko00230,ko01100,ko01110,ko01130,map00230,map01100,map01110,map01130	M00048	R04463	RC00010,RC01160	ko00000,ko00001,ko00002,ko01000	-	-	-	AIRS,AIRS_C,GATase_5
MH0006_GL0216336	1122986.KB908321_gene1211	6.21e-302	825.0	COG0334	976|Bacteroidetes	E	Belongs to the Glu Leu Phe Val dehydrogenases family	gdhA	GO:0003674,GO:0003824,GO:0004353,GO:0004354,GO:0005575,GO:0005622,GO:0005623,GO:0005737,GO:0005829,GO:0006082,GO:0006520,GO:0006536,GO:0006537,GO:0006807,GO:0008150,GO:0008152,GO:0008652,GO:0009058,GO:0009064,GO:0009084,GO:0009987,GO:0016053,GO:0016491,GO:0016638,GO:0016639,GO:0019752,GO:0043436,GO:0043648,GO:0043650,GO:0044237,GO:0044238,GO:0044249,GO:0044281,GO:0044283,GO:0044424,GO:0044444,GO:0044464,GO:0046394,GO:0055114,GO:0071704,GO:1901564,GO:1901566,GO:1901576,GO:1901605,GO:1901607	1.4.1.4	ko:K00262	ko00220,ko00250,ko00910,ko01100,map00220,map00250,map00910,map01100	-	R00248	RC00006,RC02799	ko00000,ko00001,ko01000	-	-	-	ELFV_dehydrog,ELFV_dehydrog_N
