Protein	Protein ID	Entry Name	Gene	Length	Organism	Protein Description	Protein Existence	Coverage	Protein Probability	Top Peptide Probability	Total Peptides	Unique Peptides	Razor Peptides	Total Spectral Count	Unique Spectral Count	Razor Spectral Count	Total Intensity	Unique Intensity	Razor Intensity	Razor Assigned Modifications	Razor Observed Modifications	Indistinguishable Proteins
764588959-stool1_revised_scaffold29489_1_gene125238	764588959-stool1_revised_scaffold29489_1_gene125238 strand:+  start:12311 stop:13576 length:1266 start_codon:yes stop_codon:yes gene_type:complete [Complete] codon-table.11	764588959-stool1_revised_scaffold29489_1_gene125238 strand:+  start:12311 stop:13576 length:1266 start_codon:yes stop_codon:yes gene_type:complete [Complete] codon-table.11		421		764588959-stool1_revised_scaffold29489_1_gene125238 strand:+  start:12311 stop:13576 length:1266 start_codon:yes stop_codon:yes gene_type:complete [Complete] codon-table.11		3.33	0.9962	0.9990	1	1	1	1	1	1	     0	     0	     0			
765094712-stool1_revised_scaffold5351_1_gene15351	765094712-stool1_revised_scaffold5351_1_gene15351 strand:-  start:51497 stop:52288 length:792 start_codon:yes stop_codon:yes gene_type:complete [Complete] codon-table.11	765094712-stool1_revised_scaffold5351_1_gene15351 strand:-  start:51497 stop:52288 length:792 start_codon:yes stop_codon:yes gene_type:complete [Complete] codon-table.11		263		765094712-stool1_revised_scaffold5351_1_gene15351 strand:-  start:51497 stop:52288 length:792 start_codon:yes stop_codon:yes gene_type:complete [Complete] codon-table.11		7.98	0.9962	0.9990	1	1	1	1	1	1	     0	     0	     0			
765640925-stool1_revised_scaffold31945_1_gene3427	765640925-stool1_revised_scaffold31945_1_gene3427 strand:+  start:6373 stop:8160 length:1788 start_codon:yes stop_codon:yes gene_type:complete [Complete] codon-table.11	765640925-stool1_revised_scaffold31945_1_gene3427 strand:+  start:6373 stop:8160 length:1788 start_codon:yes stop_codon:yes gene_type:complete [Complete] codon-table.11		595		765640925-stool1_revised_scaffold31945_1_gene3427 strand:+  start:6373 stop:8160 length:1788 start_codon:yes stop_codon:yes gene_type:complete [Complete] codon-table.11		3.36	0.9962	0.9990	1	1	1	1	1	1	     0	     0	     0	5C(57.0214)		
BGI-28A_GL0035779	BGI-28A_GL0035779  [gene]  locus=scaffold43794_2:1:897:+ [Lack both ends] codon-table.11	BGI-28A_GL0035779  [gene]  locus=scaffold43794_2:1:897:+ [Lack both ends] codon-table.11		299		BGI-28A_GL0035779  [gene]  locus=scaffold43794_2:1:897:+ [Lack both ends] codon-table.11		12.04	0.9962	0.9990	2	2	1	3	3	2	     0	     0	     0			
DLF012_GL0042251	DLF012_GL0042251  [gene]  locus=scaffold11737_1:34125:35195:+ [Complete] codon-table.11	DLF012_GL0042251  [gene]  locus=scaffold11737_1:34125:35195:+ [Complete] codon-table.11		356		DLF012_GL0042251  [gene]  locus=scaffold11737_1:34125:35195:+ [Complete] codon-table.11		3.93	0.9962	0.9990	1	1	1	1	1	1	     0	     0	     0			
DLF013_GL0053478	DLF013_GL0053478  [gene]  locus=scaffold12992_2:420:1298:- [Lack 5'-end] codon-table.11	DLF013_GL0053478  [gene]  locus=scaffold12992_2:420:1298:- [Lack 5'-end] codon-table.11		292		DLF013_GL0053478  [gene]  locus=scaffold12992_2:420:1298:- [Lack 5'-end] codon-table.11		4.11	0.9962	0.9990	1	1	1	1	1	1	     0	     0	     0	10C(57.0214), 6C(57.0214)		
DLM013_GL0044983	DLM013_GL0044983  [gene]  locus=scaffold40429_3:1349:2581:+ [Complete] codon-table.11	DLM013_GL0044983  [gene]  locus=scaffold40429_3:1349:2581:+ [Complete] codon-table.11		410		DLM013_GL0044983  [gene]  locus=scaffold40429_3:1349:2581:+ [Complete] codon-table.11		4.63	0.9962	0.9990	1	1	1	4	4	4	     0	     0	     0			
DLM014_GL0001609	DLM014_GL0001609  [gene]  locus=scaffold22850_1:281:1138:- [Lack 5'-end] codon-table.11	DLM014_GL0001609  [gene]  locus=scaffold22850_1:281:1138:- [Lack 5'-end] codon-table.11		285		DLM014_GL0001609  [gene]  locus=scaffold22850_1:281:1138:- [Lack 5'-end] codon-table.11		15.79	0.9962	0.9990	3	3	1	3	3	1	     0	     0	     0			
DLM014_GL0001646	DLM014_GL0001646  [gene]  locus=scaffold9222_3:9675:10187:+ [Lack 3'-end] codon-table.11	DLM014_GL0001646  [gene]  locus=scaffold9222_3:9675:10187:+ [Lack 3'-end] codon-table.11		171		DLM014_GL0001646  [gene]  locus=scaffold9222_3:9675:10187:+ [Lack 3'-end] codon-table.11		8.19	0.9962	0.9990	1	1	1	1	1	1	     0	     0	     0			
DLM020_GL0023693	DLM020_GL0023693  [gene]  locus=scaffold18938_1:3:854:+ [Lack 5'-end] codon-table.11	DLM020_GL0023693  [gene]  locus=scaffold18938_1:3:854:+ [Lack 5'-end] codon-table.11		283		DLM020_GL0023693  [gene]  locus=scaffold18938_1:3:854:+ [Lack 5'-end] codon-table.11		10.60	0.9962	0.9990	2	2	1	3	3	1	     0	     0	     0			
DOF004_GL0058872	DOF004_GL0058872  [gene]  locus=scaffold49544_1:1:570:+ [Lack both ends] codon-table.11	DOF004_GL0058872  [gene]  locus=scaffold49544_1:1:570:+ [Lack both ends] codon-table.11		190		DOF004_GL0058872  [gene]  locus=scaffold49544_1:1:570:+ [Lack both ends] codon-table.11		11.58	0.9962	0.9990	2	2	1	9	9	3	     0	     0	     0	8M(15.9949)		
DOF012_GL0039582	DOF012_GL0039582  [gene]  locus=scaffold8117_17:359:1651:+ [Complete] codon-table.11	DOF012_GL0039582  [gene]  locus=scaffold8117_17:359:1651:+ [Complete] codon-table.11		430		DOF012_GL0039582  [gene]  locus=scaffold8117_17:359:1651:+ [Complete] codon-table.11		4.42	0.9962	0.9990	1	1	1	1	1	1	     0	     0	     0			
DOM005_GL0036047	DOM005_GL0036047  [gene]  locus=scaffold13340_6:37805:38806:- [Complete] codon-table.11	DOM005_GL0036047  [gene]  locus=scaffold13340_6:37805:38806:- [Complete] codon-table.11		333		DOM005_GL0036047  [gene]  locus=scaffold13340_6:37805:38806:- [Complete] codon-table.11		4.50	0.9962	0.9990	1	1	1	2	2	2	     0	     0	     0			
DOM012_GL0066649	DOM012_GL0066649  [gene]  locus=scaffold8378_5:449:1210:- [Complete] codon-table.11	DOM012_GL0066649  [gene]  locus=scaffold8378_5:449:1210:- [Complete] codon-table.11		253		DOM012_GL0066649  [gene]  locus=scaffold8378_5:449:1210:- [Complete] codon-table.11		4.74	0.9962	0.9990	1	1	1	2	2	2	     0	     0	     0			
ED12A_GL0077137	ED12A_GL0077137  [gene]  locus=scaffold32507_3:423:572:+ [Lack 3'-end] codon-table.11	ED12A_GL0077137  [gene]  locus=scaffold32507_3:423:572:+ [Lack 3'-end] codon-table.11		50		ED12A_GL0077137  [gene]  locus=scaffold32507_3:423:572:+ [Lack 3'-end] codon-table.11		26.00	0.9962	0.9990	1	1	1	1	1	1	     0	     0	     0			
ED12A_GL0087188	ED12A_GL0087188  [gene]  locus=scaffold16704_2:1702:3696:- [Lack 5'-end] codon-table.11	ED12A_GL0087188  [gene]  locus=scaffold16704_2:1702:3696:- [Lack 5'-end] codon-table.11		664		ED12A_GL0087188  [gene]  locus=scaffold16704_2:1702:3696:- [Lack 5'-end] codon-table.11		1.96	0.9962	0.9990	1	0	1	2	0	2	     0	     0	     0			MH0116_GL0050442, MH0243_GL0004447, MH0391_GL0083686
HM403CO_revised_scaffold116_1_gene33180	HM403CO_revised_scaffold116_1_gene33180 strand:- start:8813 stop:9595 length:783 start_codon:yes stop_codon:yes gene_type:complete	HM403CO_revised_scaffold116_1_gene33180 strand:- start:8813 stop:9595 length:783 start_codon:yes stop_codon:yes gene_type:complete		260		HM403CO_revised_scaffold116_1_gene33180 strand:- start:8813 stop:9595 length:783 start_codon:yes stop_codon:yes gene_type:complete		12.31	0.9962	0.9990	2	1	1	3	1	2	     0	     0	     0			V1.CD3-0-PT_GL0068631, V1.UC38-0_GL0034149
HM414CO_combine_revised_scaffold52574_1_gene54100	HM414CO_combine_revised_scaffold52574_1_gene54100 strand:+ start:3 stop:368 length:366 start_codon:no stop_codon:yes gene_type:incomplete	HM414CO_combine_revised_scaffold52574_1_gene54100 strand:+ start:3 stop:368 length:366 start_codon:no stop_codon:yes gene_type:incomplete		121		HM414CO_combine_revised_scaffold52574_1_gene54100 strand:+ start:3 stop:368 length:366 start_codon:no stop_codon:yes gene_type:incomplete		13.22	0.9962	0.9990	1	1	1	2	2	2	     0	     0	     0			
HM438CO_revised_scaffold65809_1_gene154548	HM438CO_revised_scaffold65809_1_gene154548 strand:+ start:97406 stop:99103 length:1698 start_codon:yes stop_codon:yes gene_type:complete	HM438CO_revised_scaffold65809_1_gene154548 strand:+ start:97406 stop:99103 length:1698 start_codon:yes stop_codon:yes gene_type:complete		565		HM438CO_revised_scaffold65809_1_gene154548 strand:+ start:97406 stop:99103 length:1698 start_codon:yes stop_codon:yes gene_type:complete		3.19	0.9962	0.9990	1	1	1	2	2	2	     0	     0	     0	11C(57.0214), 13C(57.0214), 3C(57.0214)		
HM459CO_revised_scaffold59242_1_gene103539	HM459CO_revised_scaffold59242_1_gene103539 strand:- start:17334 stop:19805 length:2472 start_codon:yes stop_codon:yes gene_type:complete	HM459CO_revised_scaffold59242_1_gene103539 strand:- start:17334 stop:19805 length:2472 start_codon:yes stop_codon:yes gene_type:complete		823		HM459CO_revised_scaffold59242_1_gene103539 strand:- start:17334 stop:19805 length:2472 start_codon:yes stop_codon:yes gene_type:complete		1.70	0.9962	0.9990	1	0	1	3	0	3	     0	     0	     0			MH0198_GL0184329
HM494TI_revised_scaffold66489_1_gene64150	HM494TI_revised_scaffold66489_1_gene64150 strand:- start:1544 stop:1813 length:270 start_codon:yes stop_codon:yes gene_type:complete	HM494TI_revised_scaffold66489_1_gene64150 strand:- start:1544 stop:1813 length:270 start_codon:yes stop_codon:yes gene_type:complete		89		HM494TI_revised_scaffold66489_1_gene64150 strand:- start:1544 stop:1813 length:270 start_codon:yes stop_codon:yes gene_type:complete		20.22	0.9962	0.9990	1	1	1	1	1	1	     0	     0	     0			
HT14A_GL0085213	HT14A_GL0085213  [gene]  locus=scaffold26776_1:2:367:+ [Lack 5'-end] codon-table.11	HT14A_GL0085213  [gene]  locus=scaffold26776_1:2:367:+ [Lack 5'-end] codon-table.11		121		HT14A_GL0085213  [gene]  locus=scaffold26776_1:2:367:+ [Lack 5'-end] codon-table.11		24.79	0.9962	0.9990	2	1	1	3	1	2	     0	     0	     0	9C(57.0214)		MH0160_GL0073139, O2.UC5-1_GL0132603
HT8A_GL0051954	HT8A_GL0051954  [gene]  locus=scaffold34690_1:16107:16964:- [Complete] codon-table.11	HT8A_GL0051954  [gene]  locus=scaffold34690_1:16107:16964:- [Complete] codon-table.11		285		HT8A_GL0051954  [gene]  locus=scaffold34690_1:16107:16964:- [Complete] codon-table.11		6.67	0.9962	0.9990	1	1	1	2	2	2	     0	     0	     0			
Human_swiss_sp|A0A075B6H9|LV469_HUMAN	Human_swiss_sp|A0A075B6H9|LV469_HUMAN Immunoglobulin lambda variable 4-69 OS=Homo sapiens OX=9606 GN=IGLV4-69 PE=1 SV=1	Human_swiss_sp|A0A075B6H9|LV469_HUMAN Immunoglobulin lambda variable 4-69 OS=Homo sapiens OX=9606 GN=IGLV4-69 PE=1 SV=1		119		Human_swiss_sp|A0A075B6H9|LV469_HUMAN Immunoglobulin lambda variable 4-69 OS=Homo sapiens OX=9606 GN=IGLV4-69 PE=1 SV=1		19.33	0.9962	0.9990	1	1	1	1	1	1	     0	     0	     0	3C(57.0214)		
Human_swiss_sp|A0A075B6R2|HV404_HUMAN	Human_swiss_sp|A0A075B6R2|HV404_HUMAN Immunoglobulin heavy variable 4-4 OS=Homo sapiens OX=9606 GN=IGHV4-4 PE=3 SV=2	Human_swiss_sp|A0A075B6R2|HV404_HUMAN Immunoglobulin heavy variable 4-4 OS=Homo sapiens OX=9606 GN=IGHV4-4 PE=3 SV=2		117		Human_swiss_sp|A0A075B6R2|HV404_HUMAN Immunoglobulin heavy variable 4-4 OS=Homo sapiens OX=9606 GN=IGHV4-4 PE=3 SV=2		17.95	0.9962	0.9990	1	1	1	1	1	1	     0	     0	     0			
Human_swiss_sp|A0A0C4DH25|KVD20_HUMAN	Human_swiss_sp|A0A0C4DH25|KVD20_HUMAN Immunoglobulin kappa variable 3D-20 OS=Homo sapiens OX=9606 GN=IGKV3D-20 PE=3 SV=1	Human_swiss_sp|A0A0C4DH25|KVD20_HUMAN Immunoglobulin kappa variable 3D-20 OS=Homo sapiens OX=9606 GN=IGKV3D-20 PE=3 SV=1		116		Human_swiss_sp|A0A0C4DH25|KVD20_HUMAN Immunoglobulin kappa variable 3D-20 OS=Homo sapiens OX=9606 GN=IGKV3D-20 PE=3 SV=1		13.79	0.9962	0.9990	1	0	1	3	0	3	     0	     0	     0			Human_swiss_sp|P01619|KV320_HUMAN
Human_swiss_sp|O00160|MYO1F_HUMAN	Human_swiss_sp|O00160|MYO1F_HUMAN Unconventional myosin-If OS=Homo sapiens OX=9606 GN=MYO1F PE=1 SV=3	Human_swiss_sp|O00160|MYO1F_HUMAN Unconventional myosin-If OS=Homo sapiens OX=9606 GN=MYO1F PE=1 SV=3		1098		Human_swiss_sp|O00160|MYO1F_HUMAN Unconventional myosin-If OS=Homo sapiens OX=9606 GN=MYO1F PE=1 SV=3		1.55	0.9962	0.9990	1	0	1	2	0	2	     0	     0	     0			Human_swiss_sp|Q12965|MYO1E_HUMAN
Human_swiss_sp|O00299|CLIC1_HUMAN	Human_swiss_sp|O00299|CLIC1_HUMAN Chloride intracellular channel protein 1 OS=Homo sapiens OX=9606 GN=CLIC1 PE=1 SV=4	Human_swiss_sp|O00299|CLIC1_HUMAN Chloride intracellular channel protein 1 OS=Homo sapiens OX=9606 GN=CLIC1 PE=1 SV=4		241		Human_swiss_sp|O00299|CLIC1_HUMAN Chloride intracellular channel protein 1 OS=Homo sapiens OX=9606 GN=CLIC1 PE=1 SV=4		11.20	0.9962	0.9990	1	1	1	3	3	3	     0	     0	     0			
Human_swiss_sp|O14773|TPP1_HUMAN	Human_swiss_sp|O14773|TPP1_HUMAN Tripeptidyl-peptidase 1 OS=Homo sapiens OX=9606 GN=TPP1 PE=1 SV=2	Human_swiss_sp|O14773|TPP1_HUMAN Tripeptidyl-peptidase 1 OS=Homo sapiens OX=9606 GN=TPP1 PE=1 SV=2		563		Human_swiss_sp|O14773|TPP1_HUMAN Tripeptidyl-peptidase 1 OS=Homo sapiens OX=9606 GN=TPP1 PE=1 SV=2		2.49	0.9962	0.9990	1	1	1	3	3	3	     0	     0	     0			
Human_swiss_sp|O15162|PLS1_HUMAN	Human_swiss_sp|O15162|PLS1_HUMAN Phospholipid scramblase 1 OS=Homo sapiens OX=9606 GN=PLSCR1 PE=1 SV=1	Human_swiss_sp|O15162|PLS1_HUMAN Phospholipid scramblase 1 OS=Homo sapiens OX=9606 GN=PLSCR1 PE=1 SV=1		318		Human_swiss_sp|O15162|PLS1_HUMAN Phospholipid scramblase 1 OS=Homo sapiens OX=9606 GN=PLSCR1 PE=1 SV=1		4.09	0.9962	0.9990	1	1	1	1	1	1	     0	     0	     0	10C(57.0214), 11C(57.0214)		
Human_swiss_sp|O15260|SURF4_HUMAN	Human_swiss_sp|O15260|SURF4_HUMAN Surfeit locus protein 4 OS=Homo sapiens OX=9606 GN=SURF4 PE=1 SV=3	Human_swiss_sp|O15260|SURF4_HUMAN Surfeit locus protein 4 OS=Homo sapiens OX=9606 GN=SURF4 PE=1 SV=3		269		Human_swiss_sp|O15260|SURF4_HUMAN Surfeit locus protein 4 OS=Homo sapiens OX=9606 GN=SURF4 PE=1 SV=3		4.83	0.9962	0.9990	1	1	1	3	3	3	     0	     0	     0	2C(57.0214)		
Human_swiss_sp|O15393|TMPS2_HUMAN	Human_swiss_sp|O15393|TMPS2_HUMAN Transmembrane protease serine 2 OS=Homo sapiens OX=9606 GN=TMPRSS2 PE=1 SV=3	Human_swiss_sp|O15393|TMPS2_HUMAN Transmembrane protease serine 2 OS=Homo sapiens OX=9606 GN=TMPRSS2 PE=1 SV=3		492		Human_swiss_sp|O15393|TMPS2_HUMAN Transmembrane protease serine 2 OS=Homo sapiens OX=9606 GN=TMPRSS2 PE=1 SV=3		3.05	0.9962	0.9990	1	1	1	1	1	1	     0	     0	     0	11C(57.0214)		
Human_swiss_sp|O15484|CAN5_HUMAN	Human_swiss_sp|O15484|CAN5_HUMAN Calpain-5 OS=Homo sapiens OX=9606 GN=CAPN5 PE=1 SV=2	Human_swiss_sp|O15484|CAN5_HUMAN Calpain-5 OS=Homo sapiens OX=9606 GN=CAPN5 PE=1 SV=2		640		Human_swiss_sp|O15484|CAN5_HUMAN Calpain-5 OS=Homo sapiens OX=9606 GN=CAPN5 PE=1 SV=2		2.97	0.9962	0.9990	1	1	1	1	1	1	     0	     0	     0			
Human_swiss_sp|O15496|PA2GX_HUMAN	Human_swiss_sp|O15496|PA2GX_HUMAN Group 10 secretory phospholipase A2 OS=Homo sapiens OX=9606 GN=PLA2G10 PE=1 SV=3	Human_swiss_sp|O15496|PA2GX_HUMAN Group 10 secretory phospholipase A2 OS=Homo sapiens OX=9606 GN=PLA2G10 PE=1 SV=3		165		Human_swiss_sp|O15496|PA2GX_HUMAN Group 10 secretory phospholipase A2 OS=Homo sapiens OX=9606 GN=PLA2G10 PE=1 SV=3		9.09	0.9962	0.9990	1	1	1	2	2	2	     0	     0	     0	9C(57.0214)		
Human_swiss_sp|O43149|ZZEF1_HUMAN	Human_swiss_sp|O43149|ZZEF1_HUMAN Zinc finger ZZ-type and EF-hand domain-containing protein 1 OS=Homo sapiens OX=9606 GN=ZZEF1 PE=1 SV=6	Human_swiss_sp|O43149|ZZEF1_HUMAN Zinc finger ZZ-type and EF-hand domain-containing protein 1 OS=Homo sapiens OX=9606 GN=ZZEF1 PE=1 SV=6		2961		Human_swiss_sp|O43149|ZZEF1_HUMAN Zinc finger ZZ-type and EF-hand domain-containing protein 1 OS=Homo sapiens OX=9606 GN=ZZEF1 PE=1 SV=6		0.57	0.9962	0.9990	1	1	1	1	1	1	     0	     0	     0			
Human_swiss_sp|O43520|AT8B1_HUMAN	Human_swiss_sp|O43520|AT8B1_HUMAN Phospholipid-transporting ATPase IC OS=Homo sapiens OX=9606 GN=ATP8B1 PE=1 SV=3	Human_swiss_sp|O43520|AT8B1_HUMAN Phospholipid-transporting ATPase IC OS=Homo sapiens OX=9606 GN=ATP8B1 PE=1 SV=3		1251		Human_swiss_sp|O43520|AT8B1_HUMAN Phospholipid-transporting ATPase IC OS=Homo sapiens OX=9606 GN=ATP8B1 PE=1 SV=3		1.12	0.9962	0.9990	1	1	1	1	1	1	     0	     0	     0			
Human_swiss_sp|O43653|PSCA_HUMAN	Human_swiss_sp|O43653|PSCA_HUMAN Prostate stem cell antigen OS=Homo sapiens OX=9606 GN=PSCA PE=1 SV=2	Human_swiss_sp|O43653|PSCA_HUMAN Prostate stem cell antigen OS=Homo sapiens OX=9606 GN=PSCA PE=1 SV=2		114		Human_swiss_sp|O43653|PSCA_HUMAN Prostate stem cell antigen OS=Homo sapiens OX=9606 GN=PSCA PE=1 SV=2		14.91	0.9962	0.9990	1	1	1	1	1	1	     0	     0	     0	2C(57.0214), 6C(57.0214)		
Human_swiss_sp|O43745|CHP2_HUMAN	Human_swiss_sp|O43745|CHP2_HUMAN Calcineurin B homologous protein 2 OS=Homo sapiens OX=9606 GN=CHP2 PE=1 SV=3	Human_swiss_sp|O43745|CHP2_HUMAN Calcineurin B homologous protein 2 OS=Homo sapiens OX=9606 GN=CHP2 PE=1 SV=3		196		Human_swiss_sp|O43745|CHP2_HUMAN Calcineurin B homologous protein 2 OS=Homo sapiens OX=9606 GN=CHP2 PE=1 SV=3		8.67	0.9962	0.9990	1	1	1	1	1	1	     0	     0	     0			
Human_swiss_sp|O43809|CPSF5_HUMAN	Human_swiss_sp|O43809|CPSF5_HUMAN Cleavage and polyadenylation specificity factor subunit 5 OS=Homo sapiens OX=9606 GN=NUDT21 PE=1 SV=1	Human_swiss_sp|O43809|CPSF5_HUMAN Cleavage and polyadenylation specificity factor subunit 5 OS=Homo sapiens OX=9606 GN=NUDT21 PE=1 SV=1		227		Human_swiss_sp|O43809|CPSF5_HUMAN Cleavage and polyadenylation specificity factor subunit 5 OS=Homo sapiens OX=9606 GN=NUDT21 PE=1 SV=1		7.93	0.9962	0.9990	1	1	1	2	2	2	     0	     0	     0			
Human_swiss_sp|O75369|FLNB_HUMAN	Human_swiss_sp|O75369|FLNB_HUMAN Filamin-B OS=Homo sapiens OX=9606 GN=FLNB PE=1 SV=2	Human_swiss_sp|O75369|FLNB_HUMAN Filamin-B OS=Homo sapiens OX=9606 GN=FLNB PE=1 SV=2		2602		Human_swiss_sp|O75369|FLNB_HUMAN Filamin-B OS=Homo sapiens OX=9606 GN=FLNB PE=1 SV=2		0.58	0.9962	0.9990	1	1	1	1	1	1	     0	     0	     0			
Human_swiss_sp|O75874|IDHC_HUMAN	Human_swiss_sp|O75874|IDHC_HUMAN Isocitrate dehydrogenase [NADP] cytoplasmic OS=Homo sapiens OX=9606 GN=IDH1 PE=1 SV=2	Human_swiss_sp|O75874|IDHC_HUMAN Isocitrate dehydrogenase [NADP] cytoplasmic OS=Homo sapiens OX=9606 GN=IDH1 PE=1 SV=2		414		Human_swiss_sp|O75874|IDHC_HUMAN Isocitrate dehydrogenase [NADP] cytoplasmic OS=Homo sapiens OX=9606 GN=IDH1 PE=1 SV=2		6.04	0.9962	0.9990	2	2	1	3	3	2	     0	     0	     0			
Human_swiss_sp|O95471|CLD7_HUMAN	Human_swiss_sp|O95471|CLD7_HUMAN Claudin-7 OS=Homo sapiens OX=9606 GN=CLDN7 PE=1 SV=4	Human_swiss_sp|O95471|CLD7_HUMAN Claudin-7 OS=Homo sapiens OX=9606 GN=CLDN7 PE=1 SV=4		211		Human_swiss_sp|O95471|CLD7_HUMAN Claudin-7 OS=Homo sapiens OX=9606 GN=CLDN7 PE=1 SV=4		8.06	0.9962	0.9990	1	1	1	4	4	4	     0	     0	     0	16C(57.0214), 6C(57.0214)		
Human_swiss_sp|P00338|LDHA_HUMAN	Human_swiss_sp|P00338|LDHA_HUMAN L-lactate dehydrogenase A chain OS=Homo sapiens OX=9606 GN=LDHA PE=1 SV=2	Human_swiss_sp|P00338|LDHA_HUMAN L-lactate dehydrogenase A chain OS=Homo sapiens OX=9606 GN=LDHA PE=1 SV=2		332		Human_swiss_sp|P00338|LDHA_HUMAN L-lactate dehydrogenase A chain OS=Homo sapiens OX=9606 GN=LDHA PE=1 SV=2		4.52	0.9962	0.9990	1	1	1	4	4	4	     0	     0	     0			
Human_swiss_sp|P00390|GSHR_HUMAN	Human_swiss_sp|P00390|GSHR_HUMAN Glutathione reductase, mitochondrial OS=Homo sapiens OX=9606 GN=GSR PE=1 SV=2	Human_swiss_sp|P00390|GSHR_HUMAN Glutathione reductase, mitochondrial OS=Homo sapiens OX=9606 GN=GSR PE=1 SV=2		522		Human_swiss_sp|P00390|GSHR_HUMAN Glutathione reductase, mitochondrial OS=Homo sapiens OX=9606 GN=GSR PE=1 SV=2		2.87	0.9962	0.9990	1	1	1	3	3	3	     0	     0	     0			
Human_swiss_sp|P00738|HPT_HUMAN	Human_swiss_sp|P00738|HPT_HUMAN Haptoglobin OS=Homo sapiens OX=9606 GN=HP PE=1 SV=1	Human_swiss_sp|P00738|HPT_HUMAN Haptoglobin OS=Homo sapiens OX=9606 GN=HP PE=1 SV=1		406		Human_swiss_sp|P00738|HPT_HUMAN Haptoglobin OS=Homo sapiens OX=9606 GN=HP PE=1 SV=1		2.71	0.9962	0.9990	1	1	1	2	2	2	     0	     0	     0			
Human_swiss_sp|P01011|AACT_HUMAN	Human_swiss_sp|P01011|AACT_HUMAN Alpha-1-antichymotrypsin OS=Homo sapiens OX=9606 GN=SERPINA3 PE=1 SV=2	Human_swiss_sp|P01011|AACT_HUMAN Alpha-1-antichymotrypsin OS=Homo sapiens OX=9606 GN=SERPINA3 PE=1 SV=2		423		Human_swiss_sp|P01011|AACT_HUMAN Alpha-1-antichymotrypsin OS=Homo sapiens OX=9606 GN=SERPINA3 PE=1 SV=2		4.02	0.9962	0.9990	1	1	1	2	2	2	     0	     0	     0	7M(15.9949), 8M(15.9949)		
Human_swiss_sp|P01703|LV140_HUMAN	Human_swiss_sp|P01703|LV140_HUMAN Immunoglobulin lambda variable 1-40 OS=Homo sapiens OX=9606 GN=IGLV1-40 PE=1 SV=2	Human_swiss_sp|P01703|LV140_HUMAN Immunoglobulin lambda variable 1-40 OS=Homo sapiens OX=9606 GN=IGLV1-40 PE=1 SV=2		118		Human_swiss_sp|P01703|LV140_HUMAN Immunoglobulin lambda variable 1-40 OS=Homo sapiens OX=9606 GN=IGLV1-40 PE=1 SV=2		25.42	0.9962	0.9990	1	1	1	1	1	1	     0	     0	     0	5C(57.0214)		
Human_swiss_sp|P02538|K2C6A_HUMAN	Human_swiss_sp|P02538|K2C6A_HUMAN Keratin, type II cytoskeletal 6A OS=Homo sapiens OX=9606 GN=KRT6A PE=1 SV=3	Human_swiss_sp|P02538|K2C6A_HUMAN Keratin, type II cytoskeletal 6A OS=Homo sapiens OX=9606 GN=KRT6A PE=1 SV=3		564		Human_swiss_sp|P02538|K2C6A_HUMAN Keratin, type II cytoskeletal 6A OS=Homo sapiens OX=9606 GN=KRT6A PE=1 SV=3		3.01	0.9962	0.9990	1	0	1	2	0	2	     0	     0	     0	8C(57.0214)		Human_swiss_sp|P04259|K2C6B_HUMAN, Human_swiss_sp|P48668|K2C6C_HUMAN, MAX_P02538, MAX_P04259, MAX_P48668
Human_swiss_sp|P02585|TNNC2_HUMAN	Human_swiss_sp|P02585|TNNC2_HUMAN Troponin C, skeletal muscle OS=Homo sapiens OX=9606 GN=TNNC2 PE=1 SV=2	Human_swiss_sp|P02585|TNNC2_HUMAN Troponin C, skeletal muscle OS=Homo sapiens OX=9606 GN=TNNC2 PE=1 SV=2		160		Human_swiss_sp|P02585|TNNC2_HUMAN Troponin C, skeletal muscle OS=Homo sapiens OX=9606 GN=TNNC2 PE=1 SV=2		7.50	0.9962	0.9990	1	1	1	2	2	2	     0	     0	     0	10C(57.0214)		
Human_swiss_sp|P02748|CO9_HUMAN	Human_swiss_sp|P02748|CO9_HUMAN Complement component C9 OS=Homo sapiens OX=9606 GN=C9 PE=1 SV=2	Human_swiss_sp|P02748|CO9_HUMAN Complement component C9 OS=Homo sapiens OX=9606 GN=C9 PE=1 SV=2		559		Human_swiss_sp|P02748|CO9_HUMAN Complement component C9 OS=Homo sapiens OX=9606 GN=C9 PE=1 SV=2		2.15	0.9962	0.9990	1	1	1	1	1	1	     0	     0	     0			
Human_swiss_sp|P02774|VTDB_HUMAN	Human_swiss_sp|P02774|VTDB_HUMAN Vitamin D-binding protein OS=Homo sapiens OX=9606 GN=GC PE=1 SV=2	Human_swiss_sp|P02774|VTDB_HUMAN Vitamin D-binding protein OS=Homo sapiens OX=9606 GN=GC PE=1 SV=2		474		Human_swiss_sp|P02774|VTDB_HUMAN Vitamin D-binding protein OS=Homo sapiens OX=9606 GN=GC PE=1 SV=2		3.59	0.9962	0.9990	1	0	1	1	0	1	     0	     0	     0	5C(57.0214)		MAX_ENSEMBL_ENSBTAP00000018229, MAX_Q3MHN5
