Protein.Group	F3NL2582	F3NL0496	F3NL1002	F2NL4627	F2NL2504
Human_swiss_sp|Q10588|BST1_HUMAN ADP-ribosyl cyclase/cyclic ADP-ribose hydrolase 2 OS=Homo sapiens OX=9606 GN=BST1 PE=1 SV=2	8435.84	10586.8	9921.36	6010.43	NA
Human_swiss_sp|Q12864|CAD17_HUMAN Cadherin-17 OS=Homo sapiens OX=9606 GN=CDH17 PE=1 SV=3	NA	13669.4	28041.8	12594.2	25147.6
Human_swiss_sp|Q12929|EPS8_HUMAN Epidermal growth factor receptor kinase substrate 8 OS=Homo sapiens OX=9606 GN=EPS8 PE=1 SV=1	NA	15195.1	NA	NA	13687.5
Human_swiss_sp|Q13228|SBP1_HUMAN Methanethiol oxidase OS=Homo sapiens OX=9606 GN=SELENBP1 PE=1 SV=2	37889.7	34803.8	26132.2	30121.7	23935.1
Human_swiss_sp|Q13232|NDK3_HUMAN Nucleoside diphosphate kinase 3 OS=Homo sapiens OX=9606 GN=NME3 PE=1 SV=2	NA	NA	NA	NA	96421.9
Human_swiss_sp|Q13642|FHL1_HUMAN Four and a half LIM domains protein 1 OS=Homo sapiens OX=9606 GN=FHL1 PE=1 SV=4	77379.1	193294	99504.2	42277.4	89422.6
Human_swiss_sp|Q14002|CEAM7_HUMAN Carcinoembryonic antigen-related cell adhesion molecule 7 OS=Homo sapiens OX=9606 GN=CEACAM7 PE=1 SV=1	49232	66119.4	24580	9090.15	56805.1
Human_swiss_sp|Q14315|FLNC_HUMAN Filamin-C OS=Homo sapiens OX=9606 GN=FLNC PE=1 SV=3	4431.67	NA	2821.68	5604.72	NA
Human_swiss_sp|Q14CN2|CLCA4_HUMAN Calcium-activated chloride channel regulator 4 OS=Homo sapiens OX=9606 GN=CLCA4 PE=1 SV=2	12240.3	5429.33	11291.4	15798.5	15109.2
Human_swiss_sp|Q16651|PRSS8_HUMAN Prostasin OS=Homo sapiens OX=9606 GN=PRSS8 PE=1 SV=1	5793.02	NA	4080.06	5996.42	4058.7
Human_swiss_sp|Q16819|MEP1A_HUMAN Meprin A subunit alpha OS=Homo sapiens OX=9606 GN=MEP1A PE=1 SV=2	150759	729411	307668	1.02793e+06	114908
Human_swiss_sp|Q16820|MEP1B_HUMAN Meprin A subunit beta OS=Homo sapiens OX=9606 GN=MEP1B PE=1 SV=3	33126.2	39242.8	31641.2	74576.8	28268.9
Human_swiss_sp|Q5JS37|NHLC3_HUMAN NHL repeat-containing protein 3 OS=Homo sapiens OX=9606 GN=NHLRC3 PE=2 SV=1	NA	6655.52	3989.85	4862.63	6134.79
Human_swiss_sp|Q5T2W1|NHRF3_HUMAN Na(+)/H(+) exchange regulatory cofactor NHE-RF3 OS=Homo sapiens OX=9606 GN=PDZK1 PE=1 SV=2	NA	NA	NA	NA	6798.03
Human_swiss_sp|Q6P4A8|PLBL1_HUMAN Phospholipase B-like 1 OS=Homo sapiens OX=9606 GN=PLBD1 PE=1 SV=2	10472.8	23391.8	15048.6	11959.9	12024.5
Human_swiss_sp|Q6PIF6|MYO7B_HUMAN Unconventional myosin-VIIb OS=Homo sapiens OX=9606 GN=MYO7B PE=1 SV=2	NA	NA	NA	NA	2051.86
Human_swiss_sp|Q6UWM9|UD2A3_HUMAN UDP-glucuronosyltransferase 2A3 OS=Homo sapiens OX=9606 GN=UGT2A3 PE=2 SV=2	NA	NA	NA	NA	3807.74
Human_swiss_sp|Q6UWP2|DHR11_HUMAN Dehydrogenase/reductase SDR family member 11 OS=Homo sapiens OX=9606 GN=DHRS11 PE=1 SV=1	NA	NA	NA	NA	19042.2
Human_swiss_sp|Q6UWV6|ENPP7_HUMAN Ectonucleotide pyrophosphatase/phosphodiesterase family member 7 OS=Homo sapiens OX=9606 GN=ENPP7 PE=1 SV=3	219257	230824	364305	236246	282324
Human_swiss_sp|Q6UX06|OLFM4_HUMAN Olfactomedin-4 OS=Homo sapiens OX=9606 GN=OLFM4 PE=1 SV=1	12587	12246.7	14319.7	23678.6	10104
Human_swiss_sp|Q6W4X9|MUC6_HUMAN Mucin-6 OS=Homo sapiens OX=9606 GN=MUC6 PE=1 SV=3	6019.73	NA	13395.1	NA	24269.8
Human_swiss_sp|Q7L5L3|GDPD3_HUMAN Lysophospholipase D GDPD3 OS=Homo sapiens OX=9606 GN=GDPD3 PE=1 SV=3	11335.8	10268.3	8428.31	NA	10562.9
Human_swiss_sp|Q86UP6|CUZD1_HUMAN CUB and zona pellucida-like domain-containing protein 1 OS=Homo sapiens OX=9606 GN=CUZD1 PE=2 SV=1	358939	172888	284284	243980	323548
Human_swiss_sp|Q86Y39|NDUAB_HUMAN NADH dehydrogenase [ubiquinone] 1 alpha subcomplex subunit 11 OS=Homo sapiens OX=9606 GN=NDUFA11 PE=1 SV=3	NA	5224.97	NA	NA	5755.47
Human_swiss_sp|Q86YZ3|HORN_HUMAN Hornerin OS=Homo sapiens OX=9606 GN=HRNR PE=1 SV=2	NA	NA	5491.87	NA	NA
Human_swiss_sp|Q8IVL8|CBPO_HUMAN Carboxypeptidase O OS=Homo sapiens OX=9606 GN=CPO PE=1 SV=1	17934	27576.3	10316.5	15447.6	33149.2
Human_swiss_sp|Q8TE67|ES8L3_HUMAN Epidermal growth factor receptor kinase substrate 8-like protein 3 OS=Homo sapiens OX=9606 GN=EPS8L3 PE=1 SV=2	NA	NA	NA	NA	31600.1
Human_swiss_sp|Q8WUM4|PDC6I_HUMAN Programmed cell death 6-interacting protein OS=Homo sapiens OX=9606 GN=PDCD6IP PE=1 SV=1	NA	15181.7	7425.39	NA	15508.2
Human_swiss_sp|Q8WWA0|ITLN1_HUMAN Intelectin-1 OS=Homo sapiens OX=9606 GN=ITLN1 PE=1 SV=1	462677	840909	848717	1.1758e+06	1.01794e+06
Human_swiss_sp|Q8WWH5|TRUB1_HUMAN Probable tRNA pseudouridine synthase 1 OS=Homo sapiens OX=9606 GN=TRUB1 PE=1 SV=1	NA	NA	NA	NA	2139.38
Human_swiss_sp|Q8WWU7|ITLN2_HUMAN Intelectin-2 OS=Homo sapiens OX=9606 GN=ITLN2 PE=2 SV=1	464838	1.23487e+06	692634	371865	1.59242e+06
Human_swiss_sp|Q8WZ42|TITIN_HUMAN Titin OS=Homo sapiens OX=9606 GN=TTN PE=1 SV=4	17914.1	5875.5	19350.8	22791.1	1402.41
Human_swiss_sp|Q92485|ASM3B_HUMAN Acid sphingomyelinase-like phosphodiesterase 3b OS=Homo sapiens OX=9606 GN=SMPDL3B PE=1 SV=2	12776.2	17689.1	NA	8132.75	29041.6
Human_swiss_sp|Q92542|NICA_HUMAN Nicastrin OS=Homo sapiens OX=9606 GN=NCSTN PE=1 SV=2	6099.96	9619.84	7471.87	3546.04	5560.81
Human_swiss_sp|Q92820|GGH_HUMAN Gamma-glutamyl hydrolase OS=Homo sapiens OX=9606 GN=GGH PE=1 SV=2	3963.08	4779.69	3330.4	10013.1	NA
Human_swiss_sp|Q969X1|LFG3_HUMAN Protein lifeguard 3 OS=Homo sapiens OX=9606 GN=TMBIM1 PE=1 SV=2	NA	8752.87	NA	NA	13982.6
Human_swiss_sp|Q96JP2|MY15B_HUMAN Unconventional myosin-XVB OS=Homo sapiens OX=9606 GN=MYO15B PE=1 SV=3	NA	NA	NA	NA	5220.48
Human_swiss_sp|Q99102|MUC4_HUMAN Mucin-4 OS=Homo sapiens OX=9606 GN=MUC4 PE=1 SV=5	NA	NA	NA	NA	10740.3
Human_swiss_sp|Q99828|CIB1_HUMAN Calcium and integrin-binding protein 1 OS=Homo sapiens OX=9606 GN=CIB1 PE=1 SV=4	NA	NA	4391.43	5473.62	8312.25
Human_swiss_sp|Q99895|CTRC_HUMAN Chymotrypsin-C OS=Homo sapiens OX=9606 GN=CTRC PE=1 SV=2	3.22721e+06	2.84744e+06	2.70115e+06	3.50953e+06	2.57732e+06
Human_swiss_sp|Q9BS40|LXN_HUMAN Latexin OS=Homo sapiens OX=9606 GN=LXN PE=1 SV=2	4602.26	3729.64	NA	3855.59	3898.57
Human_swiss_sp|Q9BYE9|CDHR2_HUMAN Cadherin-related family member 2 OS=Homo sapiens OX=9606 GN=CDHR2 PE=1 SV=2	418628	413786	300335	723236	77538.1
Human_swiss_sp|Q9BYF1|ACE2_HUMAN Angiotensin-converting enzyme 2 OS=Homo sapiens OX=9606 GN=ACE2 PE=1 SV=2	12045.8	NA	20323.5	NA	5792.16
Human_swiss_sp|Q9H3R2|MUC13_HUMAN Mucin-13 OS=Homo sapiens OX=9606 GN=MUC13 PE=1 SV=3	189542	360428	428356	195187	1.15064e+06
Human_swiss_sp|Q9HAT2|SIAE_HUMAN Sialate O-acetylesterase OS=Homo sapiens OX=9606 GN=SIAE PE=1 SV=1	11792.9	16226.9	15596.7	NA	9676.1
Human_swiss_sp|Q9HBB8|CDHR5_HUMAN Cadherin-related family member 5 OS=Homo sapiens OX=9606 GN=CDHR5 PE=1 SV=3	68249.5	167664	296243	94237.6	88486.1
Human_swiss_sp|Q9HC84|MUC5B_HUMAN Mucin-5B OS=Homo sapiens OX=9606 GN=MUC5B PE=1 SV=3	NA	10748.2	NA	NA	7688.27
Human_swiss_sp|Q9HD89|RETN_HUMAN Resistin OS=Homo sapiens OX=9606 GN=RETN PE=1 SV=1	16334.2	30498.3	NA	32794.6	25585.4
Human_swiss_sp|Q9UGM3|DMBT1_HUMAN Deleted in malignant brain tumors 1 protein OS=Homo sapiens OX=9606 GN=DMBT1 PE=1 SV=2	369577	1.02158e+06	919719	628966	2.14154e+06
Human_swiss_sp|Q9UKX2|MYH2_HUMAN Myosin-2 OS=Homo sapiens OX=9606 GN=MYH2 PE=1 SV=1	72651.4	87895.2	56797.9	45909.1	22446.7
Human_swiss_sp|Q9UQQ1|NALDL_HUMAN Aminopeptidase NAALADL1 OS=Homo sapiens OX=9606 GN=NAALADL1 PE=1 SV=2	15922.4	16003	13615	14122.4	28616.8
Human_swiss_sp|Q9Y277|VDAC3_HUMAN Voltage-dependent anion-selective channel protein 3 OS=Homo sapiens OX=9606 GN=VDAC3 PE=1 SV=1	10217.3	7247.07	9754.13	9287.81	6957.82
Human_swiss_sp|Q9Y281|COF2_HUMAN Cofilin-2 OS=Homo sapiens OX=9606 GN=CFL2 PE=1 SV=1	NA	8875.18	NA	5924.41	2297.78
Human_swiss_sp|Q9Y2Y8|PRG3_HUMAN Proteoglycan 3 OS=Homo sapiens OX=9606 GN=PRG3 PE=1 SV=2	6609.02	31763.1	24984	9752.66	47019.8
Human_swiss_sp|Q9Y3B3|TMED7_HUMAN Transmembrane emp24 domain-containing protein 7 OS=Homo sapiens OX=9606 GN=TMED7 PE=1 SV=2	8629.18	NA	5896.99	NA	4214.68
Human_swiss_sp|Q9Y623|MYH4_HUMAN Myosin-4 OS=Homo sapiens OX=9606 GN=MYH4 PE=2 SV=2	118806	170355	64131.2	72054.8	63618.8
Human_swiss_sp|Q9Y6R7|FCGBP_HUMAN IgGFc-binding protein OS=Homo sapiens OX=9606 GN=FCGBP PE=1 SV=3	1.11422e+06	1.16343e+06	861526	873598	1.05411e+06
IRT_sp_iRT11_iRT	15619.5	11253.7	NA	NA	NA
MH0001_GL0003731  [gene]  locus=scaffold8508_3:3105:4757:- [Complete] codon-table.11	NA	NA	9574.43	NA	NA
MH0001_GL0006365  [gene]  locus=scaffold16894_2:4140:6275:- [Complete] codon-table.11	102302	1.4166e+06	28992.9	92049.1	NA
MH0001_GL0008109  [gene]  locus=scaffold1264_2:7078:8340:- [Complete] codon-table.11	65278.2	123359	NA	61498.9	NA
MH0001_GL0017996  [gene]  locus=scaffold221_3:6671:9112:- [Complete] codon-table.11	97361.9	101893	30627	74026.4	4407.4
MH0001_GL0020755  [gene]  locus=scaffold17758_1:840:1856:+ [Complete] codon-table.11	66739	101811	17986.8	52473	NA
MH0003_GL0003148  [gene]  locus=scaffold31787_1:14836:18108:- [Complete] codon-table.11	NA	NA	40376.3	18958.6	NA
MH0003_GL0010170  [gene]  locus=scaffold28388_2:15184:16260:- [Complete] codon-table.11	4517.97	NA	NA	NA	2744.16
MH0003_GL0044368  [gene]  locus=scaffold8858_1:2359:3753:+ [Complete] codon-table.11	19866.2	49137.2	NA	23549.9	NA
MH0003_GL0055966  [gene]  locus=scaffold14777_1:6864:7979:+ [Complete] codon-table.11	16771.7	9987.79	16756.4	14865.2	NA
MH0004_GL0011122  [gene]  locus=scaffold23472_1:17113:17589:+ [Complete] codon-table.11	244135	145929	25488.2	148818	27951.9
MH0005_GL0013865  [gene]  locus=scaffold167_11:1050:1319:+ [Complete] codon-table.11	276879	144752	17413.6	138210	NA
MH0005_GL0017606  [gene]  locus=scaffold6966_1:8057:9790:- [Complete] codon-table.11	NA	NA	143315	196325	NA
MH0005_GL0021441  [gene]  locus=scaffold4384_2:33167:36454:- [Complete] codon-table.11	NA	NA	194837	122733	NA
MH0006_GL0032494  [gene]  locus=scaffold60560_2:151:1089:+ [Complete] codon-table.11	91849	89756.2	61443	50826.5	158622
MH0006_GL0121407  [gene]  locus=scaffold62700_1:5533:7884:- [Complete] codon-table.11	20810.1	25630.8	NA	15805.6	NA
MH0006_GL0121937  [gene]  locus=scaffold117095_4:7822:8802:+ [Complete] codon-table.11	30673.6	15149.1	52014.5	38183.1	16951.8
MH0006_GL0131422  [gene]  locus=scaffold117722_1:142:528:- [Complete] codon-table.11	21466.2	11688	5426.4	17016.9	NA
MH0006_GL0137136  [gene]  locus=scaffold189532_2:2489:4219:- [Complete] codon-table.11	8899.6	6910.95	7634.92	5401.52	19344.8
MH0006_GL0181988  [gene]  locus=scaffold189532_3:32877:35060:- [Complete] codon-table.11	11674.5	25131.8	5542.27	11186.6	NA
MH0006_GL0199332  [gene]  locus=scaffold26721_1:15855:16511:+ [Complete] codon-table.11	344369	343408	418919	300276	172036
MH0006_GL0216336  [gene]  locus=scaffold70291_8:39252:40586:- [Complete] codon-table.11	NA	NA	NA	10761.5	7981.37
MH0007_GL0003438  [gene]  locus=scaffold60316_8:2889:3995:- [Complete] codon-table.11	32990.5	NA	NA	24024	NA
MH0008_GL0040329  [gene]  locus=scaffold10806_5:16383:17471:+ [Complete] codon-table.11	12913.5	11543.4	NA	NA	30424
MH0009_GL0015794  [gene]  locus=scaffold4312_1:2:1318:+ [Lack 5'-end] codon-table.11	136652	NA	26112.2	93310.1	14428.6
MH0011_GL0000961  [gene]  locus=scaffold17229_1:3:1049:+ [Lack 5'-end] codon-table.11	14999.7	17922.6	15865.6	22640.9	NA
MH0011_GL0004695  [gene]  locus=scaffold16115_2:7773:8966:+ [Complete] codon-table.11	NA	NA	NA	33139.3	NA
MH0011_GL0025206  [gene]  locus=scaffold15719_4:8551:10104:- [Complete] codon-table.11	6280.98	8683.8	NA	NA	2444.94
MH0011_GL0097746  [gene]  locus=scaffold13877_3:15343:16863:+ [Complete] codon-table.11	415904	427537	191581	353081	99301.4
MH0012_GL0008469  [gene]  locus=scaffold3920_1:589:1371:- [Complete] codon-table.11	20957.4	84495.3	12955.2	9493.58	13789.9
MH0012_GL0026546  [gene]  locus=scaffold10603_9:11706:13022:- [Complete] codon-table.11	15640	NA	NA	NA	17315.3
MH0012_GL0038842  [gene]  locus=scaffold9613_9:4403:6583:+ [Complete] codon-table.11	NA	NA	3162.61	NA	1609.67
MH0012_GL0101972  [gene]  locus=scaffold133838_1:3941:5314:+ [Complete] codon-table.11	157728	136161	155471	83262.9	43289.3
MH0012_GL0114975  [gene]  locus=scaffold23230_3:16987:18192:+ [Complete] codon-table.11	1.01728e+06	665613	481449	564285	153820
MH0012_GL0135518  [gene]  locus=scaffold88748_1:302:502:- [Complete] codon-table.11	59492.8	42439.9	56845.3	NA	NA
MH0012_GL0144040  [gene]  locus=scaffold3418_3:9639:10358:- [Complete] codon-table.11	92851.7	NA	152058	47765.5	74670.9
MH0012_GL0193636  [gene]  locus=scaffold991_3:17079:18740:- [Complete] codon-table.11	124470	221956	42629	258599	39531.5
MH0012_GL0199393  [gene]  locus=scaffold55328_8:2805:3824:+ [Complete] codon-table.11	20576.8	11645.2	24910	18149.5	4893.56
MH0012_GL0219073  [gene]  locus=scaffold37026_3:260:2344:- [Complete] codon-table.11	NA	12002.8	NA	NA	NA
MH0012_GL0231204  [gene]  locus=scaffold28792_3:15064:16644:- [Complete] codon-table.11	45207.3	NA	NA	NA	NA
MH0012_GL0231513  [gene]  locus=scaffold85654_2:21575:22492:- [Complete] codon-table.11	16097.2	NA	4201.44	NA	7177.79
MH0013_GL0020747  [gene]  locus=scaffold5881_4:1966:2775:- [Complete] codon-table.11	12467.6	NA	20801.1	12691.9	NA
MH0014_GL0027038  [gene]  locus=scaffold8815_1:425:1180:- [Complete] codon-table.11	191272	49573.3	105759	65433.4	114936
MH0015_GL0033518  [gene]  locus=scaffold13241_16:411:1832:- [Complete] codon-table.11	20452.5	NA	12848.9	NA	NA
MH0016_GL0030768  [gene]  locus=scaffold720_2:630:4334:+ [Complete] codon-table.11	40174.5	10194.3	11511	15438.7	4700.64
MH0016_GL0042520  [gene]  locus=scaffold264_3:1870:3150:+ [Complete] codon-table.11	NA	NA	NA	NA	2668.36
MH0017_GL0006177  [gene]  locus=scaffold33680_2:1:429:- [Lack 3'-end] codon-table.11	22458.6	NA	41072	NA	NA
MH0017_GL0006411  [gene]  locus=scaffold1075_1:3837:4934:- [Complete] codon-table.11	NA	NA	10953.2	NA	NA
MH0019_GL0005571  [gene]  locus=scaffold26662_7:2:301:+ [Lack 5'-end] codon-table.11	9288.18	9805.9	10768.9	9537.13	NA
MH0020_GL0031208  [gene]  locus=scaffold23813_9:204:3755:- [Complete] codon-table.11	172292	57984.5	40911.8	54107.5	167784
MH0020_GL0052377  [gene]  locus=scaffold8565_5:10487:11824:+ [Complete] codon-table.11	NA	NA	NA	5171.43	NA
MH0021_GL0021757  [gene]  locus=scaffold57271_5:1798:2523:- [Complete] codon-table.11	30793.4	40865.4	25035.3	38909	60359.5
MH0021_GL0032172  [gene]  locus=scaffold43479_2:47:796:- [Complete] codon-table.11	78049.7	198669	45418.1	34118.5	81309.9
MH0026_GL0025473  [gene]  locus=scaffold95_9:3017:4747:+ [Complete] codon-table.11	7211.01	9883.72	3197.35	10316.4	NA
MH0026_GL0057988  [gene]  locus=scaffold8949_2:5175:6260:+ [Complete] codon-table.11	NA	15968.5	NA	7759.46	NA
MH0028_GL0056621  [gene]  locus=scaffold25695_3:1:1182:- [Lack both ends] codon-table.11	7697.47	NA	NA	NA	NA
MH0030_GL0001621  [gene]  locus=scaffold19675_1:28901:30028:+ [Complete] codon-table.11	14313.3	27258.4	7589.43	10925.5	NA
MH0030_GL0015353  [gene]  locus=scaffold19777_1:10051:11091:+ [Complete] codon-table.11	35891.4	36725.9	3661.51	20921.8	NA
MH0031_GL0007986  [gene]  locus=scaffold2298_1:672:1886:- [Lack 5'-end] codon-table.11	15409.4	7727.73	22104.5	6230.04	NA
MH0031_GL0019482  [gene]  locus=scaffold12527_2:2046:2810:- [Complete] codon-table.11	15879.6	19501.3	NA	NA	NA
MH0032_GL0020556  [gene]  locus=scaffold16595_2:2230:3441:+ [Complete] codon-table.11	12210.4	20589.4	6270.49	14346	NA
MH0035_GL0038031  [gene]  locus=scaffold344_1:5173:5478:- [Complete] codon-table.11	16081.2	15658	56730	34357	12918.6
MH0035_GL0049006  [gene]  locus=scaffold418_1:12366:13286:- [Complete] codon-table.11	64852	38907.6	111571	98137.4	22461.5
MH0035_GL0054364  [gene]  locus=scaffold25478_1:1759:3381:+ [Complete] codon-table.11	2571.75	NA	NA	3950.92	NA
MH0037_GL0001414  [gene]  locus=scaffold44295_2:2488:4014:+ [Complete] codon-table.11	NA	NA	19128.6	12443.8	24588.5
MH0037_GL0013923  [gene]  locus=scaffold19589_2:15494:16831:+ [Complete] codon-table.11	376817	137733	223796	323982	78016.6
MH0037_GL0054773  [gene]  locus=scaffold24377_5:9881:10438:+ [Complete] codon-table.11	18944.4	10979.4	28600.9	NA	NA
MH0039_GL0044146  [gene]  locus=scaffold9172_1:2965:5502:- [Complete] codon-table.11	12066.4	NA	NA	NA	NA
MH0039_GL0047513  [gene]  locus=scaffold9830_1:9055:11184:- [Complete] codon-table.11	47564.2	13916.7	19223.8	NA	30483
MH0041_GL0016776  [gene]  locus=scaffold17723_9:3685:4065:+ [Complete] codon-table.11	97214.8	24085.7	NA	48322.6	NA
MH0043_GL0013824  [gene]  locus=scaffold49959_1:3:521:+ [Lack both ends] codon-table.11	16805.5	NA	NA	14688.1	8667.31
MH0045_GL0054558  [gene]  locus=scaffold14900_1:322:732:+ [Complete] codon-table.11	3473.89	6625.31	3778.99	6922.27	NA
MH0046_GL0038096  [gene]  locus=scaffold8379_1:11142:12416:- [Complete] codon-table.11	19675.6	23215	8771.71	20073.2	3404.79
MH0046_GL0049345  [gene]  locus=scaffold15756_1:2070:3650:- [Complete] codon-table.11	NA	NA	NA	20438.3	NA
MH0047_GL0010726  [gene]  locus=scaffold623_5:26118:27278:- [Complete] codon-table.11	32708.1	6138.75	31139.8	10446.5	27934.2
MH0047_GL0036394  [gene]  locus=scaffold10973_2:6796:7989:- [Complete] codon-table.11	1.86612e+06	818699	1.77899e+06	2.59012e+06	1.92241e+06
MH0047_GL0038084  [gene]  locus=scaffold32653_1:1714:2814:+ [Complete] codon-table.11	4818.95	4862.67	NA	21821.4	NA
MH0047_GL0039022  [gene]  locus=scaffold22469_2:4147:5421:+ [Complete] codon-table.11	14331.6	10645.2	NA	6838.66	NA
MH0050_GL0032595  [gene]  locus=scaffold6734_2:3402:4313:- [Complete] codon-table.11	32414	26387.3	NA	16544.1	NA
MH0055_GL0012904  [gene]  locus=scaffold12748_8:44429:46396:- [Complete] codon-table.11	8042.95	15007.9	NA	NA	NA
MH0055_GL0013021  [gene]  locus=scaffold5012_3:13560:14381:- [Complete] codon-table.11	56299	54544.1	NA	NA	NA
MH0055_GL0042560  [gene]  locus=scaffold2132_24:2:421:+ [Lack 5'-end] codon-table.11	10585.1	23096.9	13434.6	NA	26941
MH0055_GL0059787  [gene]  locus=scaffold14603_4:3560:3793:+ [Complete] codon-table.11	23423	12136	27540	NA	43894.8
MH0057_GL0000596  [gene]  locus=scaffold21756_1:10413:14699:- [Complete] codon-table.11	NA	NA	NA	31533.5	NA
MH0057_GL0001908  [gene]  locus=scaffold4543_2:18886:21912:- [Complete] codon-table.11	41325.5	25341.9	22476.6	NA	41664.1
MH0057_GL0016580  [gene]  locus=scaffold7813_2:70624:71892:- [Complete] codon-table.11	206044	76432.1	54752.6	86026.7	68286.3
MH0057_GL0018775  [gene]  locus=scaffold3775_2:10396:12717:- [Complete] codon-table.11	17091.5	12018.8	26699.7	NA	68368
MH0057_GL0023760  [gene]  locus=scaffold27687_1:4294:5481:- [Complete] codon-table.11	4930.94	4844.08	NA	NA	NA
MH0057_GL0024940  [gene]  locus=scaffold2661_2:4393:5457:- [Complete] codon-table.11	22899.8	41915.4	8102.53	19297.3	NA
MH0057_GL0035401  [gene]  locus=scaffold2274_1:25628:26671:+ [Complete] codon-table.11	83187	80455.9	12614.6	45834.4	NA
MH0061_GL0042306  [gene]  locus=scaffold27479_1:8666:9847:+ [Complete] codon-table.11	15014.4	78549.3	NA	NA	NA
MH0063_GL0005273  [gene]  locus=scaffold11292_2:2592:4385:+ [Lack 3'-end] codon-table.11	22847.2	225931	NA	131963	NA
MH0065_GL0033031  [gene]  locus=scaffold28334_1:315:2345:+ [Complete] codon-table.11	NA	NA	NA	4260.84	4344.96
MH0067_GL0024690  [gene]  locus=scaffold27079_1:164:550:+ [Complete] codon-table.11	119769	12118.8	17338.1	77170.7	7132.5
MH0069_GL0051054  [gene]  locus=scaffold6973_1:299:856:+ [Complete] codon-table.11	28388.6	5206.92	8142.26	23036.3	10890.9
MH0069_GL0062737  [gene]  locus=scaffold7366_1:1443:1703:+ [Lack 3'-end] codon-table.11	10967.7	8923.65	7890.78	9815	NA
MH0069_GL0065137  [gene]  locus=scaffold4867_1:1:246:+ [Lack 5'-end] codon-table.11	312035	178400	418111	356490	9524.74
MH0069_GL0078305  [gene]  locus=scaffold16771_2:17758:18186:- [Complete] codon-table.11	168517	99132.5	14819.8	101263	NA
MH0070_GL0000448  [gene]  locus=scaffold10072_3:388:1275:+ [Complete] codon-table.11	NA	NA	NA	NA	2930.79
MH0071_GL0042226  [gene]  locus=scaffold29869_3:1949:2392:- [Complete] codon-table.11	168754	51073.1	304741	113012	57007.3
MH0074_GL0068292  [gene]  locus=scaffold41595_2:24801:26327:- [Complete] codon-table.11	33414.4	4495.82	5167.92	NA	17654.7
MH0076_GL0052556  [gene]  locus=scaffold44954_1:3333:3950:+ [Complete] codon-table.11	182476	59970.9	46170.9	69071.1	64727.4
MH0077_GL0035462  [gene]  locus=scaffold44732_1:3:260:+ [Lack 5'-end] codon-table.11	105862	25346.8	121859	45177.3	13936.6
MH0077_GL0049008  [gene]  locus=scaffold23411_3:40672:43083:+ [Complete] codon-table.11	19808.1	7173.02	14970.3	6334.7	NA
MH0083_GL0030394  [gene]  locus=scaffold41741_4:20927:22210:+ [Complete] codon-table.11	25583.2	45052	NA	18447.4	NA
MH0086_GL0112737  [gene]  locus=scaffold4985_33:1261:3891:- [Complete] codon-table.11	38129.1	47017.4	42935.3	56234.1	30722.1
MH0087_GL0000047  [gene]  locus=scaffold4355_7:65:541:+ [Complete] codon-table.11	5725.02	NA	7466.39	NA	NA
MH0088_GL0029926  [gene]  locus=scaffold62925_5:13743:14837:- [Complete] codon-table.11	21574.2	NA	NA	12392.9	7201.86
MH0088_GL0062493  [gene]  locus=scaffold15642_5:5672:7168:+ [Complete] codon-table.11	30243.1	NA	17421.8	44098.5	NA
MH0088_GL0081920  [gene]  locus=scaffold15020_24:194:1150:+ [Complete] codon-table.11	13820.9	10741.7	NA	NA	NA
MH0088_GL0090143  [gene]  locus=scaffold37168_13:288:1754:- [Complete] codon-table.11	28774.9	8248.63	65193.5	22558.2	7382.93
MH0088_GL0094142  [gene]  locus=scaffold14013_4:1973:2653:- [Complete] codon-table.11	NA	NA	15881.3	16061.6	NA
MH0088_GL0106141  [gene]  locus=scaffold3681_37:427:921:- [Complete] codon-table.11	NA	NA	NA	4773.69	11168.4
MH0088_GL0107046  [gene]  locus=scaffold3235_6:916:1284:+ [Complete] codon-table.11	5750.91	NA	45436	NA	27879.8
MH0090_GL0002748  [gene]  locus=scaffold72457_1:38495:38740:+ [Complete] codon-table.11	67510.9	43825.5	14145.2	16655.7	NA
MH0091_GL0020742  [gene]  locus=scaffold38267_12:6516:8042:+ [Complete] codon-table.11	39155.4	NA	NA	NA	NA
MH0091_GL0025092  [gene]  locus=scaffold18447_17:654:2441:- [Complete] codon-table.11	8631.25	NA	NA	NA	NA
MH0092_GL0040972  [gene]  locus=C1457098_1:146:679:+ [Complete] codon-table.11	25715.9	17683.1	11405.6	10727.5	28445
MH0092_GL0059282  [gene]  locus=scaffold24012_6:6032:9373:+ [Complete] codon-table.11	21021.7	27214.1	NA	14825	NA
MH0092_GL0140375  [gene]  locus=scaffold10033_22:11147:13237:- [Complete] codon-table.11	11045.6	22601.9	12185.6	9537.78	NA
MH0093_GL0010665  [gene]  locus=scaffold696_2:7290:8045:- [Complete] codon-table.11	18734.5	8926.17	17822.5	6498.32	19244.6
MH0094_GL0075871  [gene]  locus=scaffold33864_1:2:457:- [Lack 3'-end] codon-table.11	NA	NA	NA	NA	50450.6
MH0094_GL0107622  [gene]  locus=scaffold53895_3:5934:7679:+ [Complete] codon-table.11	NA	NA	NA	NA	10535.5
MH0096_GL0013876  [gene]  locus=scaffold16120_3:6442:7896:+ [Complete] codon-table.11	120696	27761.1	154702	87211.7	48044
